pct_targeted,qini_uplift,random_uplift
0.0,0.0,0.0
0.025,0.0,0.5073629032258063
0.05,18.0,1.0147258064516127
0.075,25.0,1.5220887096774192
0.1,17.0,2.0294516129032254
0.125,21.0,2.5368145161290316
0.15,7.0,3.0441774193548383
0.17500000000000002,4.333333333333336,3.551540322580645
0.2,9.0,4.058903225806451
0.22499999999999998,17.5,4.566266129032257
0.25,22.0,5.073629032258063
0.27499999999999997,17.799999999999997,5.580991935483869
0.3,25.60000000000001,6.088354838709677
0.325,20.0,6.595717741935483
0.35000000000000003,25.0,7.10308064516129
0.375,20.0,7.610443548387095
0.4,12.0,8.117806451612902
0.42500000000000004,11.0,8.62516935483871
0.44999999999999996,3.142857142857139,9.132532258064513
0.475,7.428571428571445,9.63989516129032
0.5,23.714285714285722,10.147258064516127
0.525,25.0,10.654620967741934
0.5499999999999999,12.25,11.161983870967738
0.575,12.625,11.669346774193546
0.6,12.0,12.176709677419353
0.625,15.375,12.684072580645159
0.65,-0.4444444444444571,13.191435483870967
0.675,24.30000000000001,13.698798387096772
0.7000000000000001,-6.454545454545439,14.20616129032258
0.7250000000000001,4.75,14.713524193548386
0.75,-15.846153846153868,15.22088709677419
0.775,-13.30769230769232,15.728249999999997
0.8,-22.769230769230774,16.235612903225803
0.8250000000000001,-5.85714285714289,16.74297580645161
0.8500000000000001,-12.428571428571445,17.25033870967742
0.8750000000000001,-3.6666666666666288,17.757701612903222
0.8999999999999999,-18.5,18.265064516129026
0.9249999999999999,-34.375,18.772427419354834
0.95,-29.58823529411768,19.27979032258064
0.975,-37.23529411764707,19.78715322580645
1.0,-36.44444444444446,20.294516129032253
1.0250000000000001,-31.055555555555543,20.801879032258064
1.05,-43.66666666666663,21.30924193548387
1.075,-39.27777777777777,21.816604838709672
1.0999999999999999,-39.88888888888886,22.323967741935476
1.125,-34.5,22.831330645161284
1.15,-35.11111111111114,23.33869354838709
1.175,-45.72222222222223,23.8460564516129
1.2,-52.33333333333337,24.353419354838707
1.225,-65.57894736842104,24.86078225806451
1.25,-68.5,25.368145161290318
1.275,-54.0,25.875508064516122
1.3,-46.27272727272725,26.382870967741933
1.325,-36.68181818181819,26.890233870967737
1.35,-47.09090909090912,27.397596774193545
1.375,-31.217391304347814,27.90495967741935
1.4000000000000001,-29.13043478260869,28.41232258064516
1.425,-30.043478260869506,28.919685483870964
1.4500000000000002,-27.33333333333337,29.42704838709677
1.4749999999999999,-23.16666666666663,29.934411290322572
1.5,-22.0,30.44177419354838
1.525,-19.83333333333337,30.949137096774187
1.55,-11.666666666666629,31.456499999999995
1.575,-16.5,31.9638629032258
1.6,-31.33333333333337,32.471225806451606
1.625,-30.0,32.97858870967741
1.6500000000000001,-27.230769230769283,33.48595161290322
1.675,-16.961538461538453,33.993314516129026
1.7000000000000002,-15.851851851851848,34.50067741935484
1.725,-4.555555555555543,35.00804032258064
1.7500000000000002,-19.259259259259238,35.515403225806445
1.775,-25.962962962962933,36.02276612903225
1.7999999999999998,-27.666666666666742,36.53012903225805
1.825,-14.370370370370324,37.037491935483864
1.8499999999999999,-41.14285714285711,37.54485483870967
1.875,-43.428571428571445,38.05221774193547
1.9,-44.714285714285666,38.55958064516128
1.925,-36.0,39.06694354838709
1.95,-10.172413793103487,39.5743064516129
1.975,-28.533333333333303,40.0816693548387
2.0,-22.0,40.589032258064506
2.025,-6.6875,41.09639516129032
2.0500000000000003,-5.375,41.60375806451613
2.075,4.757575757575751,42.11112096774193
2.1,-0.7272727272727479,42.61848387096774
2.125,9.787878787878867,43.12584677419354
2.15,-1.6969696969696315,43.633209677419345
2.175,15.818181818181756,44.14057258064515
2.1999999999999997,15.333333333333258,44.64793548387095
2.225,23.848484848484873,45.15529838709677
2.25,4.882352941176464,45.66266129032257
2.275,2.058823529411711,46.17002419354838
2.3,-4.764705882352928,46.67738709677418
2.325,16.41176470588232,47.184749999999994
2.35,17.58823529411768,47.6921129032258
2.375,18.764705882352928,48.1994758064516
2.4,8.0,48.70683870967741
2.4250000000000003,-7.0,49.214201612903224
2.45,-10.0,49.72156451612902
2.475,12.75,50.22892741935483
2.5,-11.702702702702709,50.736290322580636
2.5250000000000004,-34.86842105263156,51.243653225806455
2.55,-74.61538461538464,51.751016129032244
2.5749999999999997,-65.125,52.25837903225805
2.6,-69.92682926829275,52.76574193548387
2.625,-69.8780487804878,53.27310483870966
2.65,-75.82926829268308,53.780467741935475
2.675,-80.54761904761904,54.28783064516128
2.7,-90.57142857142844,54.79519354838709
2.725,-92.59523809523807,55.302556451612894
2.75,-102.6190476190477,55.8099193548387
2.775,-111.64285714285711,56.31728225806451
2.8000000000000003,-113.66666666666674,56.82464516129032
2.825,-110.37209302325573,57.33200806451612
2.85,-94.5,57.83937096774193
2.875,-103.25,58.34673387096773
2.9000000000000004,-113.0,58.85409677419354
2.9250000000000003,-114.75,59.36145967741935
2.9499999999999997,-95.68888888888887,59.868822580645144
2.9749999999999996,-82.21739130434776,60.37618548387095
3.0,-96.52173913043475,60.88354838709676
3.025,-105.82608695652175,61.39091129032256
3.05,-111.13043478260875,61.898274193548374
3.075,-121.43478260869574,62.405637096774186
3.1,-114.38297872340422,62.91299999999999
3.125,-123.59574468085111,63.420362903225794
3.15,-132.808510638298,63.9277258064516
3.175,-141.02127659574467,64.4350887096774
3.2,-120.66666666666674,64.94245161290321
3.225,-96.24489795918362,65.44981451612902
3.25,-96.89795918367349,65.95717741935482
3.2750000000000004,-73.55102040816337,66.46454032258063
3.3000000000000003,-74.20408163265324,66.97190322580644
3.325,-78.09999999999991,67.47926612903225
3.35,-94.86274509803911,67.98662903225805
3.375,-90.76470588235293,68.49399193548386
3.4000000000000004,-78.66666666666674,69.00135483870967
3.4250000000000003,-77.19230769230762,69.50871774193547
3.45,-85.39622641509436,70.01608064516128
3.4750000000000005,-70.37735849056617,70.52344354838709
3.5000000000000004,-60.851851851851734,71.03080645161289
3.5249999999999995,-57.92727272727279,71.53816935483869
3.55,-44.76363636363635,72.0455322580645
3.5749999999999997,-42.600000000000136,72.55289516129031
3.5999999999999996,-54.436363636363694,73.0602580645161
3.6249999999999996,-58.27272727272725,73.56762096774192
3.65,-50.5,74.07498387096773
3.675,-36.68421052631584,74.58234677419352
3.6999999999999997,-31.103448275862092,75.08970967741934
3.7249999999999996,-21.135593220338933,75.59707258064515
3.75,-27.559322033898297,76.10443548387094
3.775,-26.916666666666515,76.61179838709675
3.8,-17.34426229508199,77.11916129032257
3.8249999999999997,-6.612903225806576,77.62652419354836
3.85,0.8888888888889142,78.13388709677417
3.875,13.777777777777828,78.64124999999999
3.9,-7.625,79.1486129032258
3.925,24.03125,79.6559758064516
3.95,23.6875,80.1633387096774
3.975,43.34375,80.67070161290322
4.0,29.0,81.17806451612901
4.025,41.32307692307677,81.68542741935482
4.05,48.909090909090764,82.19279032258063
4.075,63.43283582089566,82.70015322580643
4.1000000000000005,71.88235294117635,83.20751612903226
4.125,64.78260869565224,83.71487903225805
4.15,68.85714285714289,84.22224193548386
4.175,61.92857142857156,84.72960483870965
4.2,78.22535211267609,85.23696774193547
4.2250000000000005,85.98611111111109,85.74433064516128
4.25,83.30555555555543,86.25169354838708
4.275,85.625,86.75905645161289
4.3,67.56164383561645,87.26641935483869
4.324999999999999,57.69863013698637,87.77378225806447
4.35,51.83561643835628,88.2811451612903
4.375,66.66216216216208,88.78850806451611
4.3999999999999995,63.58666666666659,89.2958709677419
4.425,68.56578947368416,89.80323387096772
4.45,60.29870129870119,90.31059677419354
4.475,63.51948051948057,90.81795967741934
4.5,58.0,91.32532258064514
4.5249999999999995,53.16666666666674,91.83268548387093
4.55,50.333333333333485,92.34004838709676
4.575,43.53164556962042,92.84741129032255
4.6,59.0,93.35477419354837
4.625,45.25,93.86213709677418
4.65,56.59259259259261,94.36949999999999
4.675,70.21951219512198,94.87686290322578
4.7,79.72289156626516,95.3842258064516
4.725,85.30120481927725,95.8915887096774
4.75,90.8795180722891,96.3989516129032
4.775,85.45783132530119,96.90631451612902
4.8,85.03614457831327,97.41367741935483
4.825,82.98809523809518,97.92104032258062
4.8500000000000005,84.54761904761904,98.42840322580645
4.875,77.10714285714289,98.93576612903225
4.9,89.43529411764712,99.44312903225804
4.925,98.10588235294131,99.95049193548384
4.95,100.77647058823527,100.45785483870966
4.9750000000000005,105.15116279069775,100.96521774193548
5.0,102.8604651162791,101.47258064516127
5.025,116.56976744186045,101.97994354838708
5.050000000000001,134.1379310344828,102.48730645161291
5.075,124.0,102.99466935483869
5.1,115.86206896551721,103.50203225806449
5.125,102.72413793103465,104.0093951612903
5.1499999999999995,117.58620689655163,104.5167580645161
5.175,123.44827586206884,105.02412096774191
5.2,131.31034482758628,105.53148387096773
5.225,137.1724137931035,106.03884677419352
5.25,151.0344827586207,106.54620967741933
5.2749999999999995,144.2386363636365,107.05357258064512
5.3,150.03370786516848,107.56093548387095
5.325,144.8876404494381,108.06829838709675
5.35,141.7415730337077,108.57566129032256
5.375,140.59550561797755,109.08302419354837
5.4,135.44943820224717,109.59038709677418
5.425,130.303370786517,110.09774999999998
5.45,127.66666666666652,110.60511290322579
5.475,140.56043956043936,111.11247580645157
5.5,143.49450549450535,111.6198387096774
5.525,156.2065217391305,112.1272016129032
